"Raw Data File","tracer molecule","labelled positions","Abundance [%]","Injection","Replicate","Incubation time [hours]","Metabolite name","CHEBI identifier","atomic positions of fragment","Empirical formula derivatized molecule/fragment","m/z monitored","signal intensity","isotopologue symbol","peaks abundances [%]"
"GlycCom1_01.CDF","","commercial","","1","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N","333",37,"m5",-0.005
"GlycCom1_01.CDF","","commercial","","1","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N","333",7,"m6",-0.001
"GlycCom1_02.CDF","","commercial","","2","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N","327",880,"",NA
"GlycCom1_02.CDF","","commercial","","2","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N","328",184642,"m0",100.083
"GlycCom1_02.CDF","","commercial","","2","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N","329",29566,"m1",-0.455
"GlycCom1_02.CDF","","commercial","","2","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N","330",5806,"m2",0.385
"GlycCom1_02.CDF","","commercial","","2","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N","331",727,"m3",-0.021
"GlycCom1_02.CDF","","commercial","","2","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N","332",155,"m4",0.007
"GlycCom1_02.CDF","","commercial","","2","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N","333",32,"m5",0
"GlycCom1_02.CDF","","commercial","","2","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N","333",7,"m6",0.001
"GlycCom1_03.CDF","","commercial","","3","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N","327",1410,"",NA
"GlycCom1_03.CDF","","commercial","","3","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N","328",311944,"m0",100.09
"GlycCom1_03.CDF","","commercial","","3","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N","329",49901,"m1",-0.471
"GlycCom1_03.CDF","","commercial","","3","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N","330",9846,"m2",0.399
"GlycCom1_03.CDF","","commercial","","3","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N","331",1202,"m3",-0.031
"GlycCom1_03.CDF","","commercial","","3","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N","332",271,"m4",0.011
"GlycCom1_03.CDF","","commercial","","3","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N","333",62,"m5",0.002
"GlycCom1_03.CDF","","commercial","","3","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N","333",7,"m6",0
"LacHyp1_01.CDF","Glucose","1,1,0,0,0,0","48","1","1","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","327",2741,"",NA
"LacHyp1_01.CDF","Glucose","1,1,0,0,0,0","48","1","1","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","328",96907,"m0",80.968
"LacHyp1_01.CDF","Glucose","1,1,0,0,0,0","48","1","1","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","329",11858,"m1",0.342
"LacHyp1_01.CDF","Glucose","1,1,0,0,0,0","48","1","1","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","330",24967,"m2",18.702
"LacHyp1_01.CDF","Glucose","1,1,0,0,0,0","48","1","1","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","331",2252,"m3",-0.012
"LacHyp1_01.CDF","Glucose","1,1,0,0,0,0","48","1","1","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","332",250,"",NA
"LacHyp1_02.CDF","Glucose","1,1,0,0,0,0","48","2","1","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","327",202879,"",NA
"LacHyp1_02.CDF","Glucose","1,1,0,0,0,0","48","2","1","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","328",7670682,"m0",80.997
"LacHyp1_02.CDF","Glucose","1,1,0,0,0,0","48","2","1","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","329",927486,"m1",0.226
"LacHyp1_02.CDF","Glucose","1,1,0,0,0,0","48","2","1","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","330",1979804,"m2",18.755
"LacHyp1_02.CDF","Glucose","1,1,0,0,0,0","48","2","1","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","331",181833,"m3",0.023
"LacHyp1_03.CDF","Glucose","1,1,0,0,0,0","48","3","1","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","327",182821,"",NA
"LacHyp1_03.CDF","Glucose","1,1,0,0,0,0","48","3","1","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","328",6937517,"m0",80.949
"LacHyp1_03.CDF","Glucose","1,1,0,0,0,0","48","3","1","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","329",836095,"m1",0.191
"LacHyp1_03.CDF","Glucose","1,1,0,0,0,0","48","3","1","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","330",1799598,"m2",18.848
"LacHyp1_03.CDF","Glucose","1,1,0,0,0,0","48","3","1","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","331",164267,"m3",0.012
"LacHyp2_01.CDF","Glucose","1,1,0,0,0,0","48","1","2","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","327",204750,"",NA
"LacHyp2_01.CDF","Glucose","1,1,0,0,0,0","48","1","2","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","328",7885236,"m0",81.146
"LacHyp2_01.CDF","Glucose","1,1,0,0,0,0","48","1","2","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","329",945811,"m1",0.152
"LacHyp2_01.CDF","Glucose","1,1,0,0,0,0","48","1","2","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","330",2025378,"m2",18.702
"LacHyp2_01.CDF","Glucose","1,1,0,0,0,0","48","1","2","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","331",183732,"m3",0.001
"LacHyp2_02.CDF","Glucose","1,1,0,0,0,0","48","2","2","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","327",34865,"",NA
"LacHyp2_02.CDF","Glucose","1,1,0,0,0,0","48","2","2","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","328",1300930,"m0",80.721
"LacHyp2_02.CDF","Glucose","1,1,0,0,0,0","48","2","2","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","329",159805,"m1",0.371
"LacHyp2_02.CDF","Glucose","1,1,0,0,0,0","48","2","2","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","330",339658,"m2",18.907
"LacHyp2_02.CDF","Glucose","1,1,0,0,0,0","48","2","2","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","331",30783,"m3",0.001
"LacHyp2_03.CDF","Glucose","1,1,0,0,0,0","48","3","2","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","327",151078,"",NA
"LacHyp2_03.CDF","Glucose","1,1,0,0,0,0","48","3","2","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","328",5658032,"m0",81.082
"LacHyp2_03.CDF","Glucose","1,1,0,0,0,0","48","3","2","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","329",686801,"m1",0.268
"LacHyp2_03.CDF","Glucose","1,1,0,0,0,0","48","3","2","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","330",1448361,"m2",18.606
"LacHyp2_03.CDF","Glucose","1,1,0,0,0,0","48","3","2","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","331",134706,"m3",0.044
"LacHyp3_01.CDF","Glucose","1,1,0,0,0,0","48","1","3","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","327",9107,"",NA
"LacHyp3_01.CDF","Glucose","1,1,0,0,0,0","48","1","3","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","328",363566,"m0",81.77
"LacHyp3_01.CDF","Glucose","1,1,0,0,0,0","48","1","3","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","329",43608,"m1",0.153
"LacHyp3_01.CDF","Glucose","1,1,0,0,0,0","48","1","3","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","330",93457,"m2",18.893
"LacHyp3_01.CDF","Glucose","1,1,0,0,0,0","48","1","3","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","331",4388,"m3",-0.816
"LacHyp3_02.CDF","Glucose","1,1,0,0,0,0","48","2","3","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","327",19872,"",NA
"LacHyp3_02.CDF","Glucose","1,1,0,0,0,0","48","2","3","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","328",784950,"m0",82.235
"LacHyp3_02.CDF","Glucose","1,1,0,0,0,0","48","2","3","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","329",93866,"m1",0.115
"LacHyp3_02.CDF","Glucose","1,1,0,0,0,0","48","2","3","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","330",205189,"m2",19.381
"LacHyp3_02.CDF","Glucose","1,1,0,0,0,0","48","2","3","40","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","331",0,"m3",-1.731
"LacNat1_01.CDF","","natural","","1","1","","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","327",64602,"",NA
"LacNat1_01.CDF","","natural","","1","1","","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","328",2407465,"m0",100.017
"LacNat1_01.CDF","","natural","","1","1","","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","329",269129,"m1",0.006
"LacNat1_01.CDF","","natural","","1","1","","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","330",35516,"m2",-0.042
"LacNat1_01.CDF","","natural","","1","1","","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","331",4464,"m3",0.019
"LacNat1_02.CDF","","natural","","2","1","","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","327",65253,"",NA
"LacNat1_02.CDF","","natural","","2","1","","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","328",2423371,"m0",99.983
"LacNat1_02.CDF","","natural","","2","1","","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","329",270675,"m1",-0.006
"LacNat1_02.CDF","","natural","","2","1","","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","330",37803,"m2",0.042
"LacNat1_02.CDF","","natural","","2","1","","Lactate","CHEBI:24996","C1-C3","C10H13O3NF7","331",3660,"m3",-0.019
"GluHyp1_01.CDF","Glucose","1,1,0,0,0,0","48","1","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","197",15475,"",NA
"GluHyp1_01.CDF","Glucose","1,1,0,0,0,0","48","1","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","198",1128384,"m0",96.677
"GluHyp1_01.CDF","Glucose","1,1,0,0,0,0","48","1","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","199",110886,"m1",2.295
"GluHyp1_01.CDF","Glucose","1,1,0,0,0,0","48","1","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","200",22658,"m2",0.877
"GluHyp1_01.CDF","Glucose","1,1,0,0,0,0","48","1","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","201",2283,"m3",0.09
"GluHyp1_01.CDF","Glucose","1,1,0,0,0,0","48","1","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","202",2714,"m4",0.06
"GluHyp1_01.CDF","Glucose","1,1,0,0,0,0","48","1","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","203",1278,"",NA
"GluHyp1_02.CDF","Glucose","1,1,0,0,0,0","48","2","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","197",5704,"",NA
"GluHyp1_02.CDF","Glucose","1,1,0,0,0,0","48","2","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","198",472074,"m0",99.034
"GluHyp1_02.CDF","Glucose","1,1,0,0,0,0","48","2","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","199",36071,"m1",0.26
"GluHyp1_02.CDF","Glucose","1,1,0,0,0,0","48","2","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","200",7434,"m2",0.618
"GluHyp1_02.CDF","Glucose","1,1,0,0,0,0","48","2","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","201",746,"m3",0.067
"GluHyp1_02.CDF","Glucose","1,1,0,0,0,0","48","2","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","202",901,"m4",0.021
"GluHyp1_02.CDF","Glucose","1,1,0,0,0,0","48","2","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","203",552,"",NA
"GluHyp1_03.CDF","Glucose","1,1,0,0,0,0","48","3","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","197",5814,"",NA
"GluHyp1_03.CDF","Glucose","1,1,0,0,0,0","48","3","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","198",469219,"m0",99.037
"GluHyp1_03.CDF","Glucose","1,1,0,0,0,0","48","3","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","199",35839,"m1",0.257
"GluHyp1_03.CDF","Glucose","1,1,0,0,0,0","48","3","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","200",7373,"m2",0.615
"GluHyp1_03.CDF","Glucose","1,1,0,0,0,0","48","3","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","201",750,"m3",0.069
"GluHyp1_03.CDF","Glucose","1,1,0,0,0,0","48","3","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","202",900,"m4",0.022
"GluHyp1_03.CDF","Glucose","1,1,0,0,0,0","48","3","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","203",514,"",NA
"GluHyp2_01.CDF","Glucose","1,1,0,0,0,0","48","1","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","197",5558,"",NA
"GluHyp2_01.CDF","Glucose","1,1,0,0,0,0","48","1","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","198",433440,"m0",99.062
"GluHyp2_01.CDF","Glucose","1,1,0,0,0,0","48","1","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","199",33099,"m1",0.256
"GluHyp2_01.CDF","Glucose","1,1,0,0,0,0","48","1","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","200",6714,"m2",0.594
"GluHyp2_01.CDF","Glucose","1,1,0,0,0,0","48","1","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","201",674,"m3",0.066
"GluHyp2_01.CDF","Glucose","1,1,0,0,0,0","48","1","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","202",834,"m4",0.023
"GluHyp2_01.CDF","Glucose","1,1,0,0,0,0","48","1","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","203",578,"",NA
"GluHyp2_02.CDF","Glucose","1,1,0,0,0,0","48","2","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","197",5535,"",NA
"GluHyp2_02.CDF","Glucose","1,1,0,0,0,0","48","2","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","198",421641,"m0",99.068
"GluHyp2_02.CDF","Glucose","1,1,0,0,0,0","48","2","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","199",32170,"m1",0.25
"GluHyp2_02.CDF","Glucose","1,1,0,0,0,0","48","2","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","200",6536,"m2",0.595
"GluHyp2_02.CDF","Glucose","1,1,0,0,0,0","48","2","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","201",656,"m3",0.066
"GluHyp2_02.CDF","Glucose","1,1,0,0,0,0","48","2","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","202",804,"m4",0.021
"GluHyp2_02.CDF","Glucose","1,1,0,0,0,0","48","2","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","203",585,"",NA
"GluHyp2_03.CDF","Glucose","1,1,0,0,0,0","48","3","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","197",6791,"",NA
"GluHyp2_03.CDF","Glucose","1,1,0,0,0,0","48","3","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","198",561036,"m0",99.082
"GluHyp2_03.CDF","Glucose","1,1,0,0,0,0","48","3","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","199",42759,"m1",0.242
"GluHyp2_03.CDF","Glucose","1,1,0,0,0,0","48","3","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","200",8667,"m2",0.591
"GluHyp2_03.CDF","Glucose","1,1,0,0,0,0","48","3","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","201",871,"m3",0.066
"GluHyp2_03.CDF","Glucose","1,1,0,0,0,0","48","3","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","202",1061,"m4",0.02
"GluHyp2_03.CDF","Glucose","1,1,0,0,0,0","48","3","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","203",653,"",NA
"GluHyp3_01.CDF","Glucose","1,1,0,0,0,0","48","1","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","197",3333,"",NA
"GluHyp3_01.CDF","Glucose","1,1,0,0,0,0","48","1","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","198",407706,"m0",99.141
"GluHyp3_01.CDF","Glucose","1,1,0,0,0,0","48","1","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","199",30935,"m1",0.21
"GluHyp3_01.CDF","Glucose","1,1,0,0,0,0","48","1","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","200",6120,"m2",0.551
"GluHyp3_01.CDF","Glucose","1,1,0,0,0,0","48","1","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","201",614,"m3",0.063
"GluHyp3_01.CDF","Glucose","1,1,0,0,0,0","48","1","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","202",838,"m4",0.034
"GluHyp3_01.CDF","Glucose","1,1,0,0,0,0","48","1","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","203",715,"",NA
"GluHyp3_02.CDF","Glucose","1,1,0,0,0,0","48","2","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","197",2718,"",NA
"GluHyp3_02.CDF","Glucose","1,1,0,0,0,0","48","2","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","198",337411,"m0",99.105
"GluHyp3_02.CDF","Glucose","1,1,0,0,0,0","48","2","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","199",25725,"m1",0.245
"GluHyp3_02.CDF","Glucose","1,1,0,0,0,0","48","2","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","200",5086,"m2",0.555
"GluHyp3_02.CDF","Glucose","1,1,0,0,0,0","48","2","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","201",499,"m3",0.06
"GluHyp3_02.CDF","Glucose","1,1,0,0,0,0","48","2","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","202",691,"m4",0.034
"GluHyp3_02.CDF","Glucose","1,1,0,0,0,0","48","2","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","203",497,"",NA
"GluHyp3_03.CDF","Glucose","1,1,0,0,0,0","48","3","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","197",3456,"",NA
"GluHyp3_03.CDF","Glucose","1,1,0,0,0,0","48","3","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","198",430150,"m0",99.128
"GluHyp3_03.CDF","Glucose","1,1,0,0,0,0","48","3","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","199",32691,"m1",0.222
"GluHyp3_03.CDF","Glucose","1,1,0,0,0,0","48","3","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","200",6473,"m2",0.554
"GluHyp3_03.CDF","Glucose","1,1,0,0,0,0","48","3","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","201",641,"m3",0.061
"GluHyp3_03.CDF","Glucose","1,1,0,0,0,0","48","3","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","202",880,"m4",0.034
"GluHyp3_03.CDF","Glucose","1,1,0,0,0,0","48","3","3","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","203",655,"",NA
"GluNat1_01.CDF","","natural","","1","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","197",2039,"",NA
"GluNat1_01.CDF","","natural","","1","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","198",196294,"m0",100.02
"GluNat1_01.CDF","","natural","","1","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","199",14398,"m1",-0.022
"GluNat1_01.CDF","","natural","","1","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","200",1772,"m2",-0.001
"GluNat1_01.CDF","","natural","","1","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","201",114,"m3",0.001
"GluNat1_01.CDF","","natural","","1","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","202",323,"m4",0.001
"GluNat1_01.CDF","","natural","","1","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","203",280,"",NA
"GluNat1_02.CDF","","natural","","2","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","197",3722,"",NA
"GluNat1_02.CDF","","natural","","2","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","198",362166,"m0",99.993
"GluNat1_02.CDF","","natural","","2","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","199",26681,"m1",0.009
"GluNat1_02.CDF","","natural","","2","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","200",3272,"m2",-0.002
"GluNat1_02.CDF","","natural","","2","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","201",205,"m3",0
"GluNat1_02.CDF","","natural","","2","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","202",592,"m4",0
"GluNat1_02.CDF","","natural","","2","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","203",480,"",NA
"GluNat1_03.CDF","","natural","","3","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","197",4406,"",NA
"GluNat1_03.CDF","","natural","","3","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","198",433705,"m0",99.997
"GluNat1_03.CDF","","natural","","3","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","199",31919,"m1",0.002
"GluNat1_03.CDF","","natural","","3","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","200",3933,"m2",0.002
"GluNat1_03.CDF","","natural","","3","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","201",246,"m3",0
"GluNat1_03.CDF","","natural","","3","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","202",706,"m4",0
"GluNat1_03.CDF","","natural","","3","1","","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3","203",548,"",0
